id,especie,ultima_modificacion,altura,circ_tronco_cm,diametro_tronco,long,lat,seccion,nombre_seccion,area_seccion,inclinacion_peligrosa,circ_tronco_cm_cat
29150,Paraiso,10/03/2011 12:51,Alto (> 8 mts),144.0,Grande,-68.8468140238,-32.8885815425,2,Barrio Civico,2366816.36021,0,alto
41234,Olmo comun,15/04/2011 11:13,Alto (> 8 mts),105.0,Grande,-68.8384639507,-32.8811160901,1,Parque Central,1655357.93265,0,medio
9912,Aguaribay,11/02/2011 11:21,Medio (4 - 8 mts),40.0,Mediano,-68.8582343821,-32.8647806022,6,Residencial Norte,2694682.37982,0,bajo
28860,Fresno americano,26/04/2011 12:43,Alto (> 8 mts),160.0,Grande,-68.8466690631,-32.8858566158,1,Parque Central,1655357.93265,0,muy alto
22850,Morera,10/05/2011 10:48,Muy bajo (1 - 2 mts),10.0,Chico,-68.8570368261,-32.9008431938,5,Residencial Sur,2423808.92355,0,bajo
37464,Morera,04/01/2011 12:09,Alto (> 8 mts),50.0,Mediano,-68.8572996127,-32.8707186571,6,Residencial Norte,2694682.37982,0,bajo
37886,Fresno europeo,23/11/2010 13:35,Alto (> 8 mts),180.0,Grande,-68.8503078364,-32.8730606781,6,Residencial Norte,2694682.37982,0,muy alto
39849,Morera,03/05/2011 13:18,Alto (> 8 mts),160.0,Grande,-68.8441953681,-32.8735306989,1,Parque Central,1655357.93265,0,muy alto
9661,Acacia SP,25/01/2011 11:10,Bajo (2 - 4 mts),30.0,Mediano,-68.8490955339,-32.8641571196,6,Residencial Norte,2694682.37982,0,bajo
45040,Morera,01/09/2011 08:13,Alto (> 8 mts),175.0,Grande,-68.8219630012,-32.8702653561,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
1736,Fresno europeo,22/11/2011 09:26,Bajo (2 - 4 mts),35.0,Mediano,-68.8728472979,-32.8788735017,7,Residencial Parque,1786336.08966,0,bajo
1253,Fresno europeo,05/12/2011 11:53,Bajo (2 - 4 mts),20.0,Chico,-68.8791887087,-32.8692843598,8,Aeroparque,2203364.73622,0,bajo
48092,Paraiso sombrilla,29/09/2011 10:01,Medio (4 - 8 mts),66.0,Grande,-68.8266157308,-32.8677490014,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
38075,Fresno europeo,06/12/2010 09:16,Medio (4 - 8 mts),156.0,Grande,-68.8474108684,-32.8721149075,6,Residencial Norte,2694682.37982,0,muy alto
205,Morera,07/03/2012 10:57,Muy bajo (1 - 2 mts),2.0,Chico,-68.8393497818,-32.8705100171,4,Cuarta Oeste,1173332.70145,0,bajo
20083,Fresno europeo,15/08/2011 09:05,Alto (> 8 mts),210.0,Grande,-68.8327254948,-32.8649105291,4,Cuarta Oeste,1173332.70145,0,muy alto
44257,Pltano,13/10/2011 11:09,Alto (> 8 mts),286.0,Grande,-68.8342681165,-32.8847314709,3,Parque O'Higgins,1531146.02653,0,muy alto
568,Morera,08/03/2012 11:16,Alto (> 8 mts),180.0,Grande,-68.8192733885,-32.8686792788,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
218,Pltano,06/03/2012 09:58,Alto (> 8 mts),170.0,Grande,-68.8387341999,-32.8699698865,4,Cuarta Oeste,1173332.70145,1,muy alto
23336,Morera,31/01/2011 15:46,Alto (> 8 mts),168.0,Grande,-68.8505152275,-32.9014425054,2,Barrio Civico,2366816.36021,0,muy alto
36445,Ailanthus,18/03/2011 12:13,Alto (> 8 mts),150.0,Grande,-68.8520009955,-32.8800857138,6,Residencial Norte,2694682.37982,0,alto
46222,Morera,27/09/2011 12:00,Medio (4 - 8 mts),120.0,Grande,-68.8261579378,-32.8746247235,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
16879,Caducifolio,05/08/2011 11:08,Medio (4 - 8 mts),80.0,Grande,-68.8384158778,-32.8656557362,4,Cuarta Oeste,1173332.70145,0,medio
38943,Fresno europeo,30/12/2010 13:22,Muy bajo (1 - 2 mts),8.0,Chico,-68.8564554053,-32.8710571954,6,Residencial Norte,2694682.37982,0,bajo
1793,Acer,25/11/2011 09:17,Medio (4 - 8 mts),65.0,Grande,-68.8701191266,-32.8790599875,7,Residencial Parque,1786336.08966,0,medio
1117,Fresno americano,01/12/2011 12:33,Bajo (2 - 4 mts),16.0,Chico,-68.8762367349,-32.8661205219,8,Aeroparque,2203364.73622,0,bajo
14005,Paraiso sombrilla,29/11/2011 17:34,Bajo (2 - 4 mts),124.0,Grande,-68.8782392277,-32.8653309786,8,Aeroparque,2203364.73622,0,alto
47263,Acacia SP,20/09/2011 11:48,Medio (4 - 8 mts),65.0,Grande,-68.8319825976,-32.8730229794,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
36243,Fresno europeo,17/03/2011 13:04,Alto (> 8 mts),127.0,Grande,-68.8544528979,-32.8785169126,6,Residencial Norte,2694682.37982,0,alto
39577,Morera,26/10/2010 09:46,Alto (> 8 mts),170.0,Grande,-68.8483769214,-32.8696607684,6,Residencial Norte,2694682.37982,1,muy alto
32601,Acacia SP,23/06/2011 10:14,Medio (4 - 8 mts),115.0,Grande,-68.8513995678,-32.8900832362,5,Residencial Sur,2423808.92355,1,alto
36093,Pltano,06/04/2011 09:19,Alto (> 8 mts),140.0,Grande,-68.8551964112,-32.8762962939,6,Residencial Norte,2694682.37982,0,alto
13086,Paraiso sombrilla,17/02/2011 09:49,Bajo (2 - 4 mts),60.0,Mediano,-68.8464840899,-32.8647170647,4,Cuarta Oeste,1173332.70145,0,bajo
6387,Olmo bola,19/05/2011 13:38,Muy bajo (1 - 2 mts),8.0,Chico,-68.8506049643,-32.8874861212,5,Residencial Sur,2423808.92355,0,bajo
39286,Morera,30/12/2010 08:47,Alto (> 8 mts),70.0,Grande,-68.8554678348,-32.8720172645,6,Residencial Norte,2694682.37982,0,medio
466,Morera,07/03/2012 11:07,Alto (> 8 mts),148.0,Grande,-68.8217680874,-32.8686025603,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
15313,Morera,17/11/2011 12:50,Medio (4 - 8 mts),90.0,Grande,-68.8592866612,-32.8705640573,6,Residencial Norte,2694682.37982,0,medio
9311,Morera,16/02/2011 12:57,Medio (4 - 8 mts),64.0,Grande,-68.8462572623,-32.8661071955,4,Cuarta Oeste,1173332.70145,0,medio
27207,Pltano,26/10/2011 12:18,Alto (> 8 mts),210.0,Grande,-68.8361312024,-32.8898316151,3,Parque O'Higgins,1531146.02653,0,muy alto
10645,Fresno europeo,16/03/2011 12:18,Medio (4 - 8 mts),48.0,Mediano,-68.8565838996,-32.8741250528,6,Residencial Norte,2694682.37982,0,bajo
41943,Morera,19/04/2011 11:33,Bajo (2 - 4 mts),35.0,Mediano,-68.8382508312,-32.8785232763,1,Parque Central,1655357.93265,0,bajo
42114,Acer,04/05/2011 10:25,Medio (4 - 8 mts),95.0,Grande,-68.8426521835,-32.8775082928,1,Parque Central,1655357.93265,0,medio
39838,Morera,02/05/2011 11:05,Alto (> 8 mts),190.0,Grande,-68.844292876,-32.8733551496,6,Residencial Norte,2694682.37982,0,muy alto
19392,Fresno europeo,04/07/2011 10:34,Alto (> 8 mts),150.0,Grande,-68.8345789263,-32.8718569427,4,Cuarta Oeste,1173332.70145,0,alto
16050,Morera,15/08/2011 13:44,Alto (> 8 mts),120.0,Grande,-68.8451363413,-32.8705678707,6,Residencial Norte,2694682.37982,0,alto
5318,Paraiso sombrilla,28/04/2011 12:23,Bajo (2 - 4 mts),40.0,Mediano,-68.8444841809,-32.8760903501,1,Parque Central,1655357.93265,0,bajo
16450,Morera,16/08/2011 09:17,Alto (> 8 mts),125.0,Grande,-68.8417110329,-32.8640914889,4,Cuarta Oeste,1173332.70145,0,alto
5628,Pltano,05/05/2011 12:59,Medio (4 - 8 mts),32.0,Mediano,-68.8392514574,-32.8769571682,1,Parque Central,1655357.93265,0,bajo
19845,Pltano,30/06/2011 10:05,Alto (> 8 mts),210.0,Grande,-68.8344350159,-32.8635997927,4,Cuarta Oeste,1173332.70145,0,muy alto
48299,Morera,17/08/2011 09:38,Medio (4 - 8 mts),180.0,Grande,-68.8289530149,-32.8686243775,4,Cuarta Este Área Fundacional,1822015.85685,1,muy alto
25479,Pltano,08/02/2011 09:51,Alto (> 8 mts),306.0,Grande,-68.841609618,-32.8995506953,2,Barrio Civico,2366816.36021,0,muy alto
17498,Morera,28/07/2011 14:57,Alto (> 8 mts),220.0,Grande,-68.8386990858,-32.8663841806,4,Cuarta Oeste,1173332.70145,0,muy alto
12995,Morera,15/02/2011 11:54,Alto (> 8 mts),216.0,Grande,-68.8445429935,-32.8650943598,4,Cuarta Oeste,1173332.70145,0,muy alto
35521,Morera,17/06/2011 09:51,Medio (4 - 8 mts),130.0,Grande,-68.8558949417,-32.8826363712,5,Residencial Sur,2423808.92355,0,alto
16710,Caducifolio,22/07/2011 09:09,Bajo (2 - 4 mts),25.0,Mediano,-68.8402658039,-32.8634847299,4,Cuarta Oeste,1173332.70145,0,bajo
17032,Tilo,09/08/2011 10:18,Alto (> 8 mts),74.0,Grande,-68.8382758385,-32.8634914212,4,Cuarta Oeste,1173332.70145,0,medio
18085,Paraiso,01/08/2011 10:22,Alto (> 8 mts),210.0,Grande,-68.840216416,-32.8684178362,4,Cuarta Oeste,1173332.70145,0,muy alto
2588,Fresno europeo,26/10/2011 09:09,Muy bajo (1 - 2 mts),3.0,Chico,-68.8362287195,-32.8886824297,3,Parque O'Higgins,1531146.02653,1,bajo
3593,Fresno europeo,01/09/2011 11:52,Bajo (2 - 4 mts),16.0,Chico,-68.8299172572,-32.8697979479,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
3995,Fresno europeo,26/09/2011 11:56,Muy bajo (1 - 2 mts),4.0,Chico,-68.8294810235,-32.8776386611,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
16014,Morera,11/08/2011 08:39,Muy bajo (1 - 2 mts),16.0,Chico,-68.8437502292,-32.8715604363,4,Cuarta Oeste,1173332.70145,0,bajo
47694,Morera,09/09/2011 14:19,Alto (> 8 mts),160.0,Grande,-68.8302480342,-32.8719722381,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
42805,Paraiso,07/10/2011 17:37,Alto (> 8 mts),145.0,Grande,-68.8315238347,-32.8776793383,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
39682,Morera,30/08/2010 11:14,Muy bajo (1 - 2 mts),3.0,Chico,-68.8460361778,-32.8691130154,6,Residencial Norte,2694682.37982,0,bajo
21668,Morera,07/06/2011 12:42,Alto (> 8 mts),64.0,Grande,-68.8553881277,-32.8966895047,5,Residencial Sur,2423808.92355,0,medio
41104,Fresno europeo,27/04/2011 12:56,Alto (> 8 mts),152.0,Grande,-68.8392110127,-32.8821172445,1,Parque Central,1655357.93265,0,alto
39399,Paraiso,12/11/2010 10:12,Alto (> 8 mts),160.0,Grande,-68.856175516,-32.869300463,6,Residencial Norte,2694682.37982,0,muy alto
45824,Morera,26/08/2011 11:20,Medio (4 - 8 mts),120.0,Grande,-68.8211354753,-32.869456889,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
9104,Paraiso,16/02/2011 13:01,Alto (> 8 mts),143.0,Grande,-68.8546076294,-32.8652906407,6,Residencial Norte,2694682.37982,0,alto
6734,Fresno europeo,16/05/2011 12:06,Alto (> 8 mts),116.0,Grande,-68.8582039775,-32.8929083843,5,Residencial Sur,2423808.92355,0,alto
4993,Fresno europeo,29/06/2011 10:38,Alto (> 8 mts),135.0,Grande,-68.8348015287,-32.8625332119,4,Cuarta Oeste,1173332.70145,0,alto
22186,Morera,18/05/2011 09:37,Alto (> 8 mts),92.0,Grande,-68.85605702,-32.8982915546,5,Residencial Sur,2423808.92355,0,medio
6807,Fresno europeo,27/05/2011 13:01,Muy bajo (1 - 2 mts),40.0,Mediano,-68.8604810424,-32.894025894,5,Residencial Sur,2423808.92355,0,bajo
40421,Pltano,11/04/2011 12:41,Alto (> 8 mts),178.0,Grande,-68.8443450811,-32.8836029425,1,Parque Central,1655357.93265,0,muy alto
9731,Fresno europeo,19/01/2011 11:26,Medio (4 - 8 mts),70.0,Grande,-68.8472577591,-32.8627971372,4,Cuarta Oeste,1173332.70145,0,medio
24778,Morera,15/02/2011 09:39,Alto (> 8 mts),99.0,Grande,-68.8403623234,-32.8951163089,2,Barrio Civico,2366816.36021,0,medio
25420,Fresno europeo,14/02/2011 12:22,Medio (4 - 8 mts),40.0,Mediano,-68.8366709669,-32.9004582948,2,Barrio Civico,2366816.36021,0,bajo
21062,Morera,23/06/2011 11:14,Alto (> 8 mts),200.0,Grande,-68.8631267635,-32.8993791712,5,Residencial Sur,2423808.92355,0,muy alto
1472,Conifera,25/11/2011 11:19,Muy bajo (1 - 2 mts),30.0,Mediano,-68.8715222742,-32.8767688208,7,Residencial Parque,1786336.08966,0,bajo
34374,Fresno europeo,28/03/2011 10:30,Alto (> 8 mts),150.0,Grande,-68.8513745262,-32.8749586398,6,Residencial Norte,2694682.37982,0,alto
10308,Acer,01/12/2010 12:02,Medio (4 - 8 mts),45.0,Mediano,-68.8458671021,-32.8712966714,6,Residencial Norte,2694682.37982,0,bajo
31627,Morera,10/06/2011 08:35,Alto (> 8 mts),165.0,Grande,-68.8593000107,-32.8881723982,5,Residencial Sur,2423808.92355,0,muy alto
5469,Morera,12/04/2011 12:20,Medio (4 - 8 mts),100.0,Grande,-68.8421435518,-32.8802996562,1,Parque Central,1655357.93265,0,medio
30790,Fresno europeo,14/02/2011 12:24,Muy bajo (1 - 2 mts),44.0,Mediano,-68.8560620146,-32.8648956171,6,Residencial Norte,2694682.37982,0,bajo
45143,Fresno europeo,01/09/2011 11:45,Alto (> 8 mts),147.0,Grande,-68.8244052355,-32.870435892,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
29976,Morera,28/04/2011 12:17,Alto (> 8 mts),20.0,Chico,-68.8422009696,-32.8863701622,1,Parque Central,1655357.93265,0,bajo
220,Fresno americano,06/03/2012 09:55,Medio (4 - 8 mts),105.0,Grande,-68.8386264688,-32.8699632581,4,Cuarta Oeste,1173332.70145,0,medio
9279,Paraiso,25/02/2011 09:42,Medio (4 - 8 mts),140.0,Grande,-68.8476885378,-32.8658443348,6,Residencial Norte,2694682.37982,0,alto
42692,Morera,03/10/2011 08:05,Alto (> 8 mts),170.0,Grande,-68.8282823611,-32.8767592609,4,Cuarta Este Área Fundacional,1822015.85685,1,muy alto
6334,Fresno europeo,29/06/2011 12:56,Bajo (2 - 4 mts),45.0,Mediano,-68.8544876902,-32.8909758652,5,Residencial Sur,2423808.92355,0,bajo
37687,Fresno europeo,24/02/2012 08:39,Medio (4 - 8 mts),75.0,Grande,-68.8522141616,-32.8725638571,6,Residencial Norte,2694682.37982,0,medio
35506,Fresno europeo,06/04/2011 11:32,Muy bajo (1 - 2 mts),12.0,Chico,-68.8555113025,-32.8811858261,6,Residencial Norte,2694682.37982,0,bajo
36600,Pltano,15/06/2011 15:18,Medio (4 - 8 mts),130.0,Grande,-68.8569651634,-32.8821175033,7,Residencial Parque,1786336.08966,0,alto
28349,Morera,11/03/2011 09:29,Medio (4 - 8 mts),39.0,Mediano,-68.8468800807,-32.8882367515,2,Barrio Civico,2366816.36021,0,bajo
2190,Morera,04/11/2011 16:38,Bajo (2 - 4 mts),60.0,Mediano,-68.8327355617,-32.8870032957,3,Parque O'Higgins,1531146.02653,0,bajo
9972,Paraiso,10/11/2010 11:22,Medio (4 - 8 mts),80.0,Grande,-68.8546162754,-32.8701641117,6,Residencial Norte,2694682.37982,0,medio
35967,Fresno europeo,22/03/2011 13:43,Medio (4 - 8 mts),135.0,Grande,-68.8549862767,-32.8762052562,6,Residencial Norte,2694682.37982,0,alto
5752,Morera,06/05/2011 11:16,Bajo (2 - 4 mts),24.0,Mediano,-68.8410160884,-32.8789689407,1,Parque Central,1655357.93265,0,bajo
31645,Fresno europeo,14/06/2011 14:25,Alto (> 8 mts),108.0,Grande,-68.8575556119,-32.8890375103,5,Residencial Sur,2423808.92355,0,medio
29082,Fresno americano,28/04/2011 09:24,Alto (> 8 mts),165.0,Grande,-68.8443717155,-32.8862898364,1,Parque Central,1655357.93265,0,muy alto
19663,Morera,13/07/2011 09:32,Alto (> 8 mts),87.0,Grande,-68.8352697546,-32.8698714483,4,Cuarta Oeste,1173332.70145,0,medio
23975,Morera,14/01/2011 18:25,Alto (> 8 mts),230.0,Grande,-68.8449366809,-32.8998086588,2,Barrio Civico,2366816.36021,0,muy alto
6448,Fresno europeo,26/05/2011 09:45,Medio (4 - 8 mts),25.0,Mediano,-68.8506664365,-32.889102086,5,Residencial Sur,2423808.92355,0,bajo
6989,Morera,31/05/2011 10:09,Medio (4 - 8 mts),35.0,Mediano,-68.8625695062,-32.8968029896,5,Residencial Sur,2423808.92355,0,bajo
16602,Morera,26/07/2011 10:29,Bajo (2 - 4 mts),21.0,Mediano,-68.8407303946,-32.865431606,4,Cuarta Oeste,1173332.70145,0,bajo
33481,Fresno europeo,16/06/2011 10:01,Alto (> 8 mts),136.0,Grande,-68.8558849303,-32.8892349513,5,Residencial Sur,2423808.92355,0,alto
25314,Morera,09/02/2011 11:16,Alto (> 8 mts),180.0,Grande,-68.838919991,-32.8997817889,2,Barrio Civico,2366816.36021,1,muy alto
13816,Fresno europeo,26/01/2011 09:22,Bajo (2 - 4 mts),56.0,Mediano,-68.8497328149,-32.8630006021,6,Residencial Norte,2694682.37982,0,bajo
33478,Fresno europeo,16/06/2011 10:09,Alto (> 8 mts),90.0,Grande,-68.8558334166,-32.8890622558,5,Residencial Sur,2423808.92355,0,medio
26775,Morera,01/11/2011 10:20,Medio (4 - 8 mts),70.0,Grande,-68.8330575334,-32.8947391508,3,Parque O'Higgins,1531146.02653,0,medio
7849,Fresno europeo,03/06/2011 15:42,Bajo (2 - 4 mts),22.0,Mediano,-68.8588035832,-32.8837789432,5,Residencial Sur,2423808.92355,0,bajo
43463,Fresno europeo,03/10/2011 09:51,Alto (> 8 mts),118.0,Grande,-68.8322686332,-32.8794392718,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
6542,Morera,19/05/2011 09:35,Alto (> 8 mts),140.0,Grande,-68.8580542554,-32.8915439516,5,Residencial Sur,2423808.92355,0,alto
19561,Morera,26/07/2011 09:38,Alto (> 8 mts),220.0,Grande,-68.8382862796,-32.8714764965,4,Cuarta Oeste,1173332.70145,0,muy alto
17046,Paraiso,16/08/2011 10:13,Alto (> 8 mts),110.0,Grande,-68.8378845169,-32.8643149884,4,Cuarta Oeste,1173332.70145,0,medio
41793,Morera,26/04/2011 13:34,Alto (> 8 mts),160.0,Grande,-68.8421614481,-32.878400863,1,Parque Central,1655357.93265,1,muy alto
39683,Morera,30/08/2010 11:17,Bajo (2 - 4 mts),10.0,Chico,-68.8460948491,-32.8691061445,6,Residencial Norte,2694682.37982,0,bajo
47297,Pltano,20/09/2011 10:37,Alto (> 8 mts),280.0,Grande,-68.8313712472,-32.8739489833,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
48115,Morera,29/09/2011 09:04,Alto (> 8 mts),134.0,Grande,-68.8254904749,-32.8667959183,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
46213,Morera,27/09/2011 12:17,Medio (4 - 8 mts),158.0,Grande,-68.8262440444,-32.8754008405,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
39235,Morera,29/12/2010 09:29,Alto (> 8 mts),200.0,Grande,-68.8542299645,-32.8716158997,6,Residencial Norte,2694682.37982,0,muy alto
43372,Morera,25/10/2011 17:04,Medio (4 - 8 mts),130.0,Grande,-68.8337365,-32.8806219081,3,Parque O'Higgins,1531146.02653,0,alto
24914,Morera,10/02/2011 09:26,Alto (> 8 mts),86.0,Grande,-68.8377655166,-32.8966939459,2,Barrio Civico,2366816.36021,0,medio
5742,Morera,04/05/2011 11:15,Medio (4 - 8 mts),66.0,Grande,-68.8392509762,-32.8785280858,1,Parque Central,1655357.93265,0,medio
11653,Paraiso,26/01/2011 13:12,Alto (> 8 mts),140.0,Grande,-68.85007129,-32.8682408894,6,Residencial Norte,2694682.37982,0,alto
6841,Morera,07/06/2011 13:14,Medio (4 - 8 mts),76.0,Grande,-68.8553122464,-32.8957073656,5,Residencial Sur,2423808.92355,0,medio
42414,Fresno europeo,28/09/2011 11:23,Alto (> 8 mts),120.0,Grande,-68.8332009221,-32.8752811874,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
29832,Olmo comun,03/03/2011 18:55,Alto (> 8 mts),112.0,Grande,-68.8422119941,-32.8924637014,2,Barrio Civico,2366816.36021,0,alto
43033,Morera,04/10/2011 11:22,Bajo (2 - 4 mts),20.0,Chico,-68.8328565048,-32.877712956,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
30949,Fresno europeo,11/02/2011 09:20,Medio (4 - 8 mts),80.0,Grande,-68.8556427325,-32.8640490083,6,Residencial Norte,2694682.37982,0,medio
35500,Morera,06/04/2011 11:44,Alto (> 8 mts),140.0,Grande,-68.855800457,-32.8808848113,6,Residencial Norte,2694682.37982,0,alto
12769,Ligustro,21/01/2011 12:15,Medio (4 - 8 mts),80.0,Grande,-68.8478230765,-32.8644180393,6,Residencial Norte,2694682.37982,0,medio
43226,Pltano,04/10/2011 09:16,Alto (> 8 mts),310.0,Grande,-68.8349812617,-32.8790441514,1,Parque Central,1655357.93265,0,muy alto
28835,Morera,27/04/2011 11:59,Alto (> 8 mts),170.0,Grande,-68.8484615538,-32.884751334,1,Parque Central,1655357.93265,0,muy alto
36960,Fresno europeo,08/04/2011 10:21,Alto (> 8 mts),94.0,Grande,-68.8577261573,-32.8780290258,7,Residencial Parque,1786336.08966,1,medio
33921,Morera,24/05/2011 10:27,Medio (4 - 8 mts),110.0,Grande,-68.851533328,-32.8845986728,5,Residencial Sur,2423808.92355,0,medio
22500,Morera,27/06/2011 14:34,Alto (> 8 mts),140.0,Grande,-68.859316022,-32.9003943928,5,Residencial Sur,2423808.92355,0,alto
10923,Morera,29/03/2011 10:23,Medio (4 - 8 mts),42.0,Mediano,-68.8512926809,-32.8802153937,1,Parque Central,1655357.93265,0,bajo
4435,Prunas,01/08/2011 08:52,Muy bajo (1 - 2 mts),30.0,Mediano,-68.8372180131,-32.8686806476,4,Cuarta Oeste,1173332.70145,0,bajo
18293,Morera,04/08/2011 10:57,Alto (> 8 mts),135.0,Grande,-68.8395829551,-32.8689991758,4,Cuarta Oeste,1173332.70145,1,alto
41889,Morera,15/04/2011 12:01,Bajo (2 - 4 mts),70.0,Grande,-68.8418761767,-32.8792801043,1,Parque Central,1655357.93265,0,medio
24651,Morera,17/01/2011 13:34,Alto (> 8 mts),160.0,Grande,-68.8432784711,-32.900543485,2,Barrio Civico,2366816.36021,1,muy alto
32528,Paraiso,23/06/2011 13:15,Medio (4 - 8 mts),118.0,Grande,-68.8502470542,-32.8900806892,5,Residencial Sur,2423808.92355,0,alto
27994,Morera,04/11/2011 09:32,Alto (> 8 mts),178.0,Grande,-68.8357635368,-32.8930779135,3,Parque O'Higgins,1531146.02653,0,muy alto
2633,Fresno americano,24/10/2011 08:39,Muy bajo (1 - 2 mts),10.0,Chico,-68.8350603181,-32.8800120138,1,Parque Central,1655357.93265,0,bajo
40239,Morera,14/04/2011 11:59,Alto (> 8 mts),120.0,Grande,-68.8452406037,-32.8819581023,1,Parque Central,1655357.93265,0,alto
10219,Fresno europeo,15/12/2010 13:04,Alto (> 8 mts),110.0,Grande,-68.8506000224,-32.871900547,6,Residencial Norte,2694682.37982,0,medio
43112,Fresno europeo,04/10/2011 09:33,Alto (> 8 mts),190.0,Grande,-68.8294187872,-32.8787640442,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
21686,Morera,10/06/2011 08:28,Alto (> 8 mts),130.0,Grande,-68.8565050294,-32.8951557708,5,Residencial Sur,2423808.92355,0,alto
44932,Morera,23/08/2011 10:19,Alto (> 8 mts),140.0,Grande,-68.8250690729,-32.8686490331,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
34340,Morera,28/03/2011 12:08,Medio (4 - 8 mts),180.0,Grande,-68.8517237304,-32.8747445295,6,Residencial Norte,2694682.37982,0,muy alto
17173,Paraiso sombrilla,04/07/2011 12:18,Medio (4 - 8 mts),90.0,Grande,-68.8357115812,-32.863568102,4,Cuarta Oeste,1173332.70145,0,medio
42475,Morera,30/09/2011 14:55,Alto (> 8 mts),160.0,Grande,-68.8314112472,-32.8764756733,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
19227,Morera,05/07/2011 12:29,Alto (> 8 mts),112.0,Grande,-68.8395853697,-32.872188163,4,Cuarta Oeste,1173332.70145,0,alto
11904,Jacarand,03/03/2011 09:15,Medio (4 - 8 mts),26.0,Mediano,-68.8505462506,-32.8663330881,6,Residencial Norte,2694682.37982,0,bajo
13358,Morera,11/01/2011 11:35,Bajo (2 - 4 mts),30.0,Mediano,-68.8454221725,-32.8661983954,4,Cuarta Oeste,1173332.70145,0,bajo
48408,Paraiso,01/09/2011 10:22,Alto (> 8 mts),155.0,Grande,-68.8301273299,-32.868646446,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
34782,Morera,29/03/2011 13:01,Alto (> 8 mts),136.0,Grande,-68.8509979279,-32.8791699355,6,Residencial Norte,2694682.37982,0,alto
20240,Fresno europeo,26/05/2011 12:00,Muy bajo (1 - 2 mts),8.0,Chico,-68.8593224906,-32.8938005159,5,Residencial Sur,2423808.92355,0,bajo
25792,Fresno europeo,02/02/2011 10:21,Medio (4 - 8 mts),110.0,Grande,-68.8396227061,-32.9042576881,2,Barrio Civico,2366816.36021,0,medio
25647,Morera,07/02/2011 12:19,Alto (> 8 mts),170.0,Grande,-68.841865731,-32.902595845,2,Barrio Civico,2366816.36021,0,muy alto
25515,Morera,17/02/2011 15:20,Medio (4 - 8 mts),98.0,Grande,-68.8392171932,-32.9009299326,2,Barrio Civico,2366816.36021,0,medio
42364,Morera,29/09/2011 10:34,Alto (> 8 mts),185.0,Grande,-68.8347090526,-32.8756096935,4,Cuarta Este Área Fundacional,1822015.85685,1,muy alto
36173,Fresno europeo,04/04/2011 10:11,Medio (4 - 8 mts),46.0,Mediano,-68.8527615846,-32.877334914,6,Residencial Norte,2694682.37982,0,bajo
4623,Jacarand,05/08/2011 08:48,Muy bajo (1 - 2 mts),12.0,Chico,-68.8326063637,-32.8645381763,4,Cuarta Oeste,1173332.70145,0,bajo
2012,Caducifolio,14/11/2011 13:36,Alto (> 8 mts),90.0,Grande,-68.8322704842,-32.8942861161,3,Parque O'Higgins,1531146.02653,1,medio
17009,Morera,10/08/2011 09:16,Medio (4 - 8 mts),80.0,Grande,-68.8390075885,-32.8632938089,4,Cuarta Oeste,1173332.70145,0,medio
8760,Fresno europeo,16/02/2011 13:44,Medio (4 - 8 mts),45.0,Mediano,-68.8395080053,-32.8964880176,2,Barrio Civico,2366816.36021,0,bajo
12702,Morera,20/01/2011 09:31,Bajo (2 - 4 mts),34.0,Mediano,-68.847587182,-32.863427834,4,Cuarta Oeste,1173332.70145,0,bajo
41226,Morera,15/04/2011 13:12,Alto (> 8 mts),118.0,Grande,-68.8384970905,-32.8817331702,1,Parque Central,1655357.93265,0,alto
14132,Paraiso,01/12/2011 12:57,Medio (4 - 8 mts),95.0,Grande,-68.8768893405,-32.8677645688,8,Aeroparque,2203364.73622,0,medio
41196,Fresno europeo,18/04/2011 10:16,Alto (> 8 mts),160.0,Grande,-68.8380607152,-32.8821078616,1,Parque Central,1655357.93265,0,muy alto
28847,Fresno europeo,27/04/2011 09:20,Alto (> 8 mts),180.0,Grande,-68.8472837283,-32.8853184264,1,Parque Central,1655357.93265,0,muy alto
